DNA_plate	DNA_well	old_sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_biome	*env_feature	*env_material	*geo_loc_name	*host	*lat_lon	altitude	chem_administration	host_body_habitat	host_diet	host_last_meal	host_life_stage	host_sex	isolation_source	perturbation	samp_collect_device	samp_mat_process	samp_size	samp_store_temp	samp_vol_we_dna_ext	description	PigPen	Cohort	Dysentery	date of sample	pig ID	alt_sample_name	replicate	r1_filename	r2_filename
plate_4	A2	Fe10/29796			Gut microflora metagenomics	2017-02-10	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29796					-80C			4B		0.0	Fe10	29796	29796-170210-01	1	combined_new/plate_4_A2.r1.fastq.gz	combined_new/plate_4_A2.r2.fastq.gz
plate_7	E4	Fe10/29846			Gut microflora metagenomics	2017-02-10	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29846					-80C			2C		0.0	Fe10	29846	29846-170210-01	1	combined_new/plate_7_E4.r1.fastq.gz	combined_new/plate_7_E4.r2.fastq.gz
plate_5	H9	Fe10/29847			Gut microflora metagenomics	2017-02-10	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29847					-80C			4C		0.0	Fe10	29847	29847-170210-01	1	combined_new/plate_5_H9.r1.fastq.gz	combined_new/plate_5_H9.r2.fastq.gz
plate_7	E10	Fe10/29864			Gut microflora metagenomics	2017-02-10	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29864					-80C			2C		0.0	Fe10	29864	29864-170210-01	1	combined_new/plate_7_E10.r1.fastq.gz	combined_new/plate_7_E10.r2.fastq.gz
plate_5	E4	Fe10/29865			Gut microflora metagenomics	2017-02-10	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29865					-80C			2E		0.0	Fe10	29865	29865-170210-01	1	combined_new/plate_5_E4.r1.fastq.gz	combined_new/plate_5_E4.r2.fastq.gz
plate_4	G3	Fe10/29875			Gut microflora metagenomics	2017-02-10	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29875					-80C			2A		0.0	Fe10	29875	29875-170210-01	1	combined_new/plate_4_G3.r1.fastq.gz	combined_new/plate_4_G3.r2.fastq.gz
plate_6	G7	Fe10/29924			Gut microflora metagenomics	2017-02-10	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29924					-80C			3A		0.0	Fe10	29924	29924-170210-01	1	combined_new/plate_6_G7.r1.fastq.gz	combined_new/plate_6_G7.r2.fastq.gz
plate_4	E9	Fe10/29931			Gut microflora metagenomics	2017-02-10	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29931					-80C			2F		0.0	Fe10	29931	29931-170210-01	1	combined_new/plate_4_E9.r1.fastq.gz	combined_new/plate_4_E9.r2.fastq.gz
plate_7	G4	Fe10/29934			Gut microflora metagenomics	2017-02-10	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29934					-80C			2E		0.0	Fe10	29934	29934-170210-01	1	combined_new/plate_7_G4.r1.fastq.gz	combined_new/plate_7_G4.r2.fastq.gz
plate_7	H6	Fe10/29948			Gut microflora metagenomics	2017-02-10	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29948					-80C			1D		0.0	Fe10	29948	29948-170210-01	1	combined_new/plate_7_H6.r1.fastq.gz	combined_new/plate_7_H6.r2.fastq.gz
plate_4	D9	Fe10/29951			Gut microflora metagenomics	2017-02-10	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29951					-80C			2E		0.0	Fe10	29951	29951-170210-01	1	combined_new/plate_4_D9.r1.fastq.gz	combined_new/plate_4_D9.r2.fastq.gz
plate_4	H11	Fe10/29961			Gut microflora metagenomics	2017-02-10	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29961					-80C			2D		0.0	Fe10	29961	29961-170210-01	1	combined_new/plate_4_H11.r1.fastq.gz	combined_new/plate_4_H11.r2.fastq.gz
plate_3	A1	Fe14/14159			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14159					-80C			2A		0.0	Fe14	14159	14159-170214-01	1	combined_new/plate_3_A1.r1.fastq.gz	combined_new/plate_3_A1.r2.fastq.gz
plate_3	B3	Fe14/14160			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14160					-80C			1A		0.0	Fe14	14160	14160-170214-01	1	combined_new/plate_3_B3.r1.fastq.gz	combined_new/plate_3_B3.r2.fastq.gz
plate_6	C9	Fe14/14161			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14161					-80C			1B		0.0	Fe14	14161	14161-170214-01	1	combined_new/plate_6_C9.r1.fastq.gz	combined_new/plate_6_C9.r2.fastq.gz
plate_5	B7	Fe14/14162			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14162					-80C			3C		0.0	Fe14	14162	14162-170214-01	1	combined_new/plate_5_B7.r1.fastq.gz	combined_new/plate_5_B7.r2.fastq.gz
plate_1	H3	Fe14/14163			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14163					-80C			3B		0.0	Fe14	14163	14163-170214-01	1	combined_new/plate_1_H3.r1.fastq.gz	combined_new/plate_1_H3.r2.fastq.gz
plate_6	A10	Fe14/14171			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14171					-80C			3E		0.0	Fe14	14171	14171-170214-01	1	combined_new/plate_6_A10.r1.fastq.gz	combined_new/plate_6_A10.r2.fastq.gz
plate_1	F12	Fe14/14172			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14172					-80C			2B		0.0	Fe14	14172	14172-170214-01	1	combined_new/plate_1_F12.r1.fastq.gz	combined_new/plate_1_F12.r2.fastq.gz
plate_1	D11	Fe14/14174			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14174					-80C			2D		0.0	Fe14	14174	14174-170214-01	1	combined_new/plate_1_D11.r1.fastq.gz	combined_new/plate_1_D11.r2.fastq.gz
plate_1	C12	Fe14/14183			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14183					-80C			3B		0.0	Fe14	14183	14183-170214-01	1	combined_new/plate_1_C12.r1.fastq.gz	combined_new/plate_1_C12.r2.fastq.gz
plate_2	H8	Fe14/14184			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14184					-80C			1C		0.0	Fe14	14184	14184-170214-01	1	combined_new/plate_2_H8.r1.fastq.gz	combined_new/plate_2_H8.r2.fastq.gz
plate_2	E11	Fe14/14186			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14186					-80C			3F		0.0	Fe14	14186	14186-170214-01	1	combined_new/plate_2_E11.r1.fastq.gz	combined_new/plate_2_E11.r2.fastq.gz
plate_6	F3	Fe14/14187			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14187					-80C			1A		0.0	Fe14	14187	14187-170214-01	1	combined_new/plate_6_F3.r1.fastq.gz	combined_new/plate_6_F3.r2.fastq.gz
plate_6	H6	Fe14/14188			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14188					-80C			3A		0.0	Fe14	14188	14188-170214-01	1	combined_new/plate_6_H6.r1.fastq.gz	combined_new/plate_6_H6.r2.fastq.gz
plate_6	C7	Fe14/14190			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14190					-80C			4A		0.0	Fe14	14190	14190-170214-01	1	combined_new/plate_6_C7.r1.fastq.gz	combined_new/plate_6_C7.r2.fastq.gz
plate_3	D7	Fe14/14193			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14193					-80C			2E		0.0	Fe14	14193	14193-170214-01	1	combined_new/plate_3_D7.r1.fastq.gz	combined_new/plate_3_D7.r2.fastq.gz
plate_1	C9	Fe14/14194			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14194					-80C			2D		0.0	Fe14	14194	14194-170214-01	1	combined_new/plate_1_C9.r1.fastq.gz	combined_new/plate_1_C9.r2.fastq.gz
plate_2	C7	Fe14/14195			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14195					-80C			3E		0.0	Fe14	14195	14195-170214-01	1	combined_new/plate_2_C7.r1.fastq.gz	combined_new/plate_2_C7.r2.fastq.gz
plate_1	E5	Fe14/14201			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14201					-80C			2E		0.0	Fe14	14201	14201-170214-01	1	combined_new/plate_1_E5.r1.fastq.gz	combined_new/plate_1_E5.r2.fastq.gz
plate_1	G9	Fe14/14205			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14205					-80C			2A		0.0	Fe14	14205	14205-170214-01	1	combined_new/plate_1_G9.r1.fastq.gz	combined_new/plate_1_G9.r2.fastq.gz
plate_2	A5	Fe14/14208			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14208					-80C			4B		0.0	Fe14	14208	14208-170214-01	1	combined_new/plate_2_A5.r1.fastq.gz	combined_new/plate_2_A5.r2.fastq.gz
plate_2	G4	Fe14/14209			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14209					-80C			3A		0.0	Fe14	14209	14209-170214-01	1	combined_new/plate_2_G4.r1.fastq.gz	combined_new/plate_2_G4.r2.fastq.gz
plate_1	F3	Fe14/14231			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14231					-80C			3C		0.0	Fe14	14231	14231-170214-01	1	combined_new/plate_1_F3.r1.fastq.gz	combined_new/plate_1_F3.r2.fastq.gz
plate_1	H11	Fe14/14233			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14233					-80C			2A		0.0	Fe14	14233	14233-170214-01	1	combined_new/plate_1_H11.r1.fastq.gz	combined_new/plate_1_H11.r2.fastq.gz
plate_3	A2	Fe14/14260			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14260					-80C			3E		0.0	Fe14	14260	14260-170214-01	1	combined_new/plate_3_A2.r1.fastq.gz	combined_new/plate_3_A2.r2.fastq.gz
plate_2	F9	Fe14/14261			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14261					-80C			3F		0.0	Fe14	14261	14261-170214-01	1	combined_new/plate_2_F9.r1.fastq.gz	combined_new/plate_2_F9.r2.fastq.gz
plate_2	E5	Fe14/14262			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14262					-80C			2B		0.0	Fe14	14262	14262-170214-01	1	combined_new/plate_2_E5.r1.fastq.gz	combined_new/plate_2_E5.r2.fastq.gz
plate_5	F12	Fe14/14263			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14263					-80C			3D		0.0	Fe14	14263	14263-170214-01	1	combined_new/plate_5_F12.r1.fastq.gz	combined_new/plate_5_F12.r2.fastq.gz
plate_5	D1	Fe14/14265			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14265					-80C			4A		0.0	Fe14	14265	14265-170214-01	1	combined_new/plate_5_D1.r1.fastq.gz	combined_new/plate_5_D1.r2.fastq.gz
plate_1	G4	Fe14/14273			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14273					-80C			2C		0.0	Fe14	14273	14273-170214-01	1	combined_new/plate_1_G4.r1.fastq.gz	combined_new/plate_1_G4.r2.fastq.gz
plate_1	E2	Fe14/14274			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14274					-80C			3D		0.0	Fe14	14274	14274-170214-01	1	combined_new/plate_1_E2.r1.fastq.gz	combined_new/plate_1_E2.r2.fastq.gz
plate_2	H7	Fe14/14275			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14275					-80C			3C		0.0	Fe14	14275	14275-170214-01	1	combined_new/plate_2_H7.r1.fastq.gz	combined_new/plate_2_H7.r2.fastq.gz
plate_2	H4	Fe14/14276			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14276					-80C			2B		0.0	Fe14	14276	14276-170214-01	1	combined_new/plate_2_H4.r1.fastq.gz	combined_new/plate_2_H4.r2.fastq.gz
plate_1	A6	Fe14/14284			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14284					-80C			3C		0.0	Fe14	14284	14284-170214-01	1	combined_new/plate_1_A6.r1.fastq.gz	combined_new/plate_1_A6.r2.fastq.gz
plate_1	C10	Fe14/14286			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14286					-80C			1B		0.0	Fe14	14286	14286-170214-01	1	combined_new/plate_1_C10.r1.fastq.gz	combined_new/plate_1_C10.r2.fastq.gz
plate_1	D7	Fe14/14287			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14287					-80C			2F		0.0	Fe14	14287	14287-170214-01	1	combined_new/plate_1_D7.r1.fastq.gz	combined_new/plate_1_D7.r2.fastq.gz
plate_3	A3	Fe14/14288			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14288					-80C			3C		0.0	Fe14	14288	14288-170214-01	1	combined_new/plate_3_A3.r1.fastq.gz	combined_new/plate_3_A3.r2.fastq.gz
plate_1	H4	Fe14/14295			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14295					-80C			2D		0.0	Fe14	14295	14295-170214-01	1	combined_new/plate_1_H4.r1.fastq.gz	combined_new/plate_1_H4.r2.fastq.gz
plate_1	B8	Fe14/14297			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14297					-80C			3D		0.0	Fe14	14297	14297-170214-01	1	combined_new/plate_1_B8.r1.fastq.gz	combined_new/plate_1_B8.r2.fastq.gz
plate_2	A2	Fe14/14298			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14298					-80C			2F		0.0	Fe14	14298	14298-170214-01	1	combined_new/plate_2_A2.r1.fastq.gz	combined_new/plate_2_A2.r2.fastq.gz
plate_1	D6	Fe14/14305			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14305					-80C			4B		0.0	Fe14	14305	14305-170214-01	1	combined_new/plate_1_D6.r1.fastq.gz	combined_new/plate_1_D6.r2.fastq.gz
plate_2	A6	Fe14/14306			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14306					-80C			3B		0.0	Fe14	14306	14306-170214-01	1	combined_new/plate_2_A6.r1.fastq.gz	combined_new/plate_2_A6.r2.fastq.gz
plate_3	E7	Fe14/14307			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14307					-80C			3A		0.0	Fe14	14307	14307-170214-01	1	combined_new/plate_3_E7.r1.fastq.gz	combined_new/plate_3_E7.r2.fastq.gz
plate_2	G1	Fe14/14308			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14308					-80C			3B		0.0	Fe14	14308	14308-170214-01	1	combined_new/plate_2_G1.r1.fastq.gz	combined_new/plate_2_G1.r2.fastq.gz
plate_3	D11	Fe14/14317			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14317					-80C			2C		0.0	Fe14	14317	14317-170214-01	1	combined_new/plate_3_D11.r1.fastq.gz	combined_new/plate_3_D11.r2.fastq.gz
plate_3	C1	Fe14/14320			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14320					-80C			2F		0.0	Fe14	14320	14320-170214-01	1	combined_new/plate_3_C1.r1.fastq.gz	combined_new/plate_3_C1.r2.fastq.gz
plate_5	H2	Fe14/14322			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14322					-80C			1A		0.0	Fe14	14322	14322-170214-01	1	combined_new/plate_5_H2.r1.fastq.gz	combined_new/plate_5_H2.r2.fastq.gz
plate_1	A10	Fe14/29631			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29631					-80C			1C		0.0	Fe14	29631	29631-170214-01	1	combined_new/plate_1_A10.r1.fastq.gz	combined_new/plate_1_A10.r2.fastq.gz
plate_1	B7	Fe14/29633			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29633					-80C			4B		0.0	Fe14	29633	29633-170214-01	1	combined_new/plate_1_B7.r1.fastq.gz	combined_new/plate_1_B7.r2.fastq.gz
plate_2	B6	Fe14/29643			Gut microflora metagenomics	2017-02-14	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29643					-80C			3F		0.0	Fe14	29643	29643-170214-01	1	combined_new/plate_2_B6.r1.fastq.gz	combined_new/plate_2_B6.r2.fastq.gz
